LATITUDE,LONGITUDE,Au_ppm,SAMPLE_TYPE
60.243561663863076,-152.9247297940779,0.012433370803120928,Rock
68.31000028973882,-144.44424381148028,0.01786309482402392,Soil
65.24791518535967,-149.19135284114532,0.012340601987546555,Stream
63.38121877875851,-161.0895737500457,0.007958107268106985,Stream
57.18426096619411,-163.3063500623897,0.015969573692111907,Stream
57.183923284706836,-149.58193732304844,0.011059700689328131,Rock
55.81317057035479,-164.36372854700107,0.012293798136050395,Soil
67.1264660408491,-150.9413860494369,0.009306853148925454,Stream
63.415610164404924,-142.43447420580102,0.024819846110563298,Soil
64.91301608914463,-151.1886197309789,0.07780455304791917,Soil
55.28818292014123,-155.6839217710435,0.0016305722069151522,Stream
68.57873793026792,-149.56108275738353,0.011199090427670285,Stream
66.6541969712059,-154.0019306282036,0.03313209618052901,Soil
57.972747549495864,-151.90519705641756,0.015651572500432556,Stream
57.54554954089941,-142.4048445893634,0.016694580838534024,Stream
57.567663137948074,-155.73353669278143,0.008955275118712422,Stream
59.259391401433525,-141.93142646822605,0.014287166134594959,Rock
62.34659004285133,-143.27158459305446,0.015340417579718131,Soil
61.04723026098962,-160.3010127650569,0.028872022450469107,Soil
59.07720796277259,-163.33532877899603,0.009378537455348565,Rock
63.56594052611331,-162.58132796694176,0.01192145732922058,Soil
56.95291404912859,-164.5626761843628,0.004646527279357775,Stream
59.09002507949305,-162.73336894185772,0.005487611921998113,Soil
60.12906580611168,-148.60783743800744,0.015484195159134165,Stream
61.3849797790385,-163.2914724369545,0.011231772877154668,Rock
65.99246345950219,-157.34458487294972,0.011573301238161767,Stream
57.795432950217034,-144.7229925367331,0.019293654128193876,Soil
62.19928213779056,-164.4414735423402,0.038960152921998364,Soil
63.293803964068594,-145.45275641786554,0.042525592276277654,Soil
55.65030577807997,-158.2354854054384,0.0077463766082473675,Rock
63.505627926620136,-162.16404413708025,0.02494835918728091,Rock
57.38733773162208,-148.2783080312604,0.012653673102753506,Soil
55.91072230179391,-149.90537167728277,0.0030147348139538638,Stream
68.28439752154667,-143.94067167535073,0.007379847743395188,Rock
68.51884846304384,-147.35829494870674,0.004523962907845488,Soil
66.31756287363045,-145.71645767076365,0.01568368832608527,Soil
59.26459276842719,-158.23117025828864,0.013311781760798115,Rock
56.367409596089374,-160.74145094928664,0.032588063514428146,Rock
64.5792623711702,-146.9852459606194,0.030136810805329955,Rock
61.16213491235442,-145.63596625758566,0.016996415354350484,Stream
56.708535287826905,-141.22787659198383,0.020278972209681903,Stream
61.932476741557785,-155.09717575412577,0.003372611876131301,Soil
55.48143929561306,-156.07156594097322,0.014121452092642279,Rock
67.73048562910294,-146.36608894219208,0.037517128176391544,Stream
58.622919742400235,-156.82071503392757,0.004414070846722329,Rock
64.27531198095575,-142.66182418551443,0.04160578256559873,Soil
59.36395506525175,-144.3980939557677,0.022007791951541966,Stream
62.28095229648935,-154.70414334299957,0.014750238999680285,Stream
62.653943910805914,-146.97909437300407,0.03803768774482819,Stream
57.58796237735738,-146.89097102196763,0.10478412508982465,Soil
68.57418478870382,-162.5250271479376,0.009691848764809243,Rock
65.85185952705561,-143.3387302396904,0.02122243037415906,Stream
68.15298518189864,-152.87394306125142,0.014193768397350993,Soil
67.52758290598709,-145.1650208134142,0.009616050344675763,Rock
63.37059970335519,-157.3188095752653,0.03237055236377634,Soil
67.90623929032364,-143.5074425160912,0.008199615705983354,Rock
56.23889502872687,-155.6591597103801,0.013712657114622126,Soil
57.74376007386803,-164.73989636447283,0.0044628493637833295,Rock
55.633182044747535,-143.27083256593767,0.016598060892288196,Stream
59.5546246306857,-162.8091197571328,0.010684744809255822,Rock
60.44148205565275,-157.33647269783003,0.035058670923360735,Soil
58.798886444834544,-142.19851279078068,0.008845918696107478,Soil
66.602325128127,-142.18542847349866,0.012206985242163012,Rock
59.99454657371025,-151.23749068504114,0.009952487998022582,Stream
58.93308313562333,-149.83590690792482,0.014344874380120115,Stream
62.59774516421548,-154.2373074725203,0.028923341778209707,Rock
56.97293914964668,-157.96294147924644,0.021024894171469213,Rock
66.23075773055655,-157.11205091112203,0.00787822082404841,Soil
56.04370901151679,-148.85955705415108,0.031043534562201804,Stream
68.81641711240724,-146.9430112934957,0.05751614200587026,Rock
65.8114267701532,-146.00210295057963,0.029921930444525693,Stream
57.78201954147841,-146.0491645729307,0.074607400590506,Rock
55.07730963973043,-162.81105352683144,0.0036334587822768037,Rock
66.41645999836769,-153.13391268713804,0.008165272998952575,Stream
64.89600281386664,-163.61858975960052,0.001953292933009803,Rock
65.20610035257383,-151.81130682423034,0.07967917752755473,Rock
65.79778485360325,-154.40326796703894,0.035363527885747426,Soil
56.036625124277265,-143.6950996138008,0.011600718297044978,Rock
60.018520199619815,-156.5780396987501,0.020107886159935043,Rock
56.62216683335181,-162.19039160573746,0.003099169827029041,Rock
67.0834479622583,-161.56819963073195,0.06912770962399817,Soil
63.726173775585806,-146.72374483878068,0.025450541438144896,Stream
59.632572347937085,-150.16276648040974,0.023490938362315666,Soil
55.889816904004334,-162.57305577305303,0.012746236045358775,Soil
59.35375250401927,-162.98143665324005,0.011737346990509729,Stream
59.55256650837446,-148.1767408449811,0.02496861024189555,Soil
65.2144864967329,-163.25368784725936,0.004464230797052921,Stream
63.92580459897299,-145.27535857703145,0.03061821622861284,Soil
67.42097839606858,-148.05018654824408,0.0997272966677785,Stream
61.61100895226729,-163.0476292645944,0.024770093973754348,Rock
56.67431944313623,-162.9638948619554,0.025676683454430544,Soil
64.98542702112194,-141.32065011597177,0.009516633928810444,Soil
65.65099068063657,-156.0175009018531,0.008404563806070908,Soil
62.85788076597295,-156.10458847039462,0.01681886912062707,Soil
65.79354051936386,-145.49281038581995,0.021754964850200977,Rock
61.91313834910147,-142.2660341427874,0.03726293811287098,Soil
62.31825961134792,-141.3359744682511,0.0036609086844103084,Rock
60.98557425701969,-146.9189235537854,0.07346008256750534,Rock
55.355867774417334,-155.96976994725802,0.01025214634764775,Rock
56.510479977906265,-162.99598279923194,0.0050518173050729115,Rock
55.44000859961428,-146.34847401774152,0.005968332800047368,Stream
63.909745757692924,-151.59829800634068,0.0065178311673279405,Stream
59.40098373506857,-154.81867177807257,0.03445286103218361,Soil
62.119989676305835,-143.24749475772634,0.01827775129189006,Stream
67.7059306349653,-162.33126042465236,0.003139268025951385,Stream
58.49009120808425,-153.17699749701939,0.006510018844159588,Soil
60.74536092249882,-164.72751252558194,0.005393875972510244,Soil
65.57771593960268,-153.75214459214098,0.08341428944529784,Soil
58.203174316882716,-163.64872138363592,0.005864821154956716,Stream
56.0777187376031,-162.14837000956626,0.002235462825322264,Stream
59.05652034079275,-162.1793700773495,0.007027045644762888,Soil
57.25709802155606,-149.41895274921447,0.014190597482819102,Rock
68.01576713279603,-147.09492289762983,0.0023866840392452325,Soil
66.31368531390184,-150.99914963766815,0.022758876456862993,Rock
63.86765259114593,-141.90785883661098,0.012792937275970579,Rock
67.20044826262804,-156.0031060914311,0.030701626241074045,Soil
66.2514090765876,-158.14290992923534,0.0649437605971107,Soil
57.611980824404505,-144.15362092345296,0.035582257899234145,Soil
67.49582597885968,-159.63369987553313,0.009674784420715652,Stream
